Rio de Janeiro,America/Sao_Paulo
"Riverton, UT",America/Denver
Riyadh,Asia/Riyadh
Road Town,America/La_Paz
Rodby,Europe/Berlin
Rome,Europe/Berlin
Rosario,America/Buenos_Aires
Roseau,America/La_Paz
Rostock,Europe/Berlin
Rostov na Donu,Europe/Moscow
Rotterdam,Europe/Berlin
Rovaniemi,Europe/Kiev
"Russell Springs, KY",America/Chicago
Ryazan,Europe/Moscow
Rybinsk,Europe/Moscow
"Sacramento, CA",America/Los_Angeles
Saint George's,America/La_Paz
"Saint John, NB",America/Halifax
Saint-Denis,Asia/Dubai
Saipan,Pacific/Port_Moresby
"Salem, OR",America/Los_Angeles
"Salt Lake City, UT",America/Denver
Salta,America/Cayenne
Salzburg,Europe/Berlin
Samara,Europe/Moscow
Samsun,Europe/Istanbul
"San Antonio, TX",America/Chicago
"San Bruno, CA",America/Los_Angeles
San Carlos,America/Phoenix
"San Diego, CA",America/Los_Angeles
"San Francisco, CA",America/Los_Angeles
San Isidro,America/Guatemala
San Jose,America/Guatemala
"San Jose, CA",America/Los_Angeles
San Juan,America/La_Paz
San Juan,America/Cayenne
San Lorenzo,America/Buenos_Aires
"San Luis Obispo, CA",America/Los_Angeles
San Marino,Europe/Berlin
"San Mateo, CA",America/Los_Angeles
San Pedro Sula,America/Guatemala
San Salvador,America/Guatemala
San Sebastian,Europe/Paris
Sanaa,Asia/Riyadh
Santa Ana,America/Guatemala
"Santa Clara, CA",America/Los_Angeles
Santa Cruz,Asia/Singapore
Santa Cruz de Tenerife,Europe/London
Santa Fe,America/Buenos_Aires
"Santa Fe, NM",America/Denver
Santa Rosa,America/Guatemala
Santa Rosa,America/Cayenne
Santarem,America/Cayenne
Santiago de los Caballeros,America/La_Paz
Santo Domingo,America/La_Paz
Sanxiang,Asia/Shanghai
Sao Jose do Rio Preto,America/Sao_Paulo
Sao Paulo,America/Sao_Paulo
Sao Tome,Atlantic/Reykjavik
Sapporo,Asia/Tokyo
Sarajevo,Europe/Warsaw
Saransk,Europe/Moscow
"Saskatoon, SK",America/Regina
"Saxonburg, PA",America/New_York
Schaffhausen,Europe/Berlin
Schluechtern,Europe/Berlin
"Seattle, WA",America/Los_Angeles
Secunderabad,Asia/Calcutta
Semarang,Asia/Bangkok
Sendai,Asia/Tokyo
Seoul,Asia/Seoul
Sergiev Posad,Europe/Moscow
Sete,Europe/Paris
Sevilla,Europe/Paris
Shanghai,Asia/Shanghai
Shannon,Europe/London
Sharjah,Asia/Dubai
Sharm El Sheikh,Africa/Cairo
Sheffield,Europe/London
Shekou,Asia/Shanghai
Shenyang,Asia/Shanghai
Shenzhen,Asia/Shanghai
Shijiazhuang,Asia/Shanghai
Shikarpur,Asia/Karachi
Shimla,Asia/Calcutta
Shiraz,Asia/Tehran
Sialkot,Asia/Karachi
Sibiu,Europe/Kiev
Siem Reap,Asia/Bangkok
Sigiriya,Asia/Calcutta
Silang,Asia/Singapore
Simatai,Asia/Shanghai
Sines,Europe/London
Singapore,Asia/Singapore
Sittard,Europe/Berlin
Sivakasi,Asia/Calcutta
Skopje,Europe/Warsaw
Sligo,Europe/London
Sliven,Europe/Kiev
Sneek,Europe/Berlin
Sochi,Europe/Moscow
Sofia,Europe/Kiev
Solovki,Europe/Moscow
Songkhla,Asia/Bangkok
"South Jordan, UT",America/Denver
Spijkenisse,Europe/Berlin
"Spokane, WA",America/Los_Angeles
"St. Catharines, ON",America/New_York
St. John's,America/La_Paz
"St. John's, NL",America/St_Johns
"St. Louis, MO",America/Chicago
"St. Paul, MN",America/Chicago
St. Petersburg,Europe/Moscow
"Stamford, CT",America/New_York
Stavanger,Europe/Berlin
Stavropol,Europe/Moscow
Steinkjer,Europe/Berlin
Stenungsund,Europe/Berlin
Stockholm,Europe/Berlin
Strasbourg,Europe/Paris
Stuttgart,Europe/Berlin
Suifenhe,Asia/Shanghai
Sulaimaniya,Asia/Baghdad
Sullana,America/Bogota
Sundsvall,Europe/Berlin
"Sunnyvale, CA",America/Los_Angeles
Surabaya,Asia/Bangkok
Surat,Asia/Calcutta
"Surprise, AZ",America/Phoenix
Suva,Pacific/Fiji
Suzdal,Europe/Moscow
Suzhou,Asia/Shanghai
Swansea,Europe/London
Swindon,Europe/London
Sydney,Australia/Sydney
"Sydney, NS",America/Halifax
Sylhet,Asia/Dhaka
"Syracuse, NY",America/New_York
Szombathely,Europe/Budapest
"Tacoma, WA",America/Los_Angeles
Taganrog,Europe/Moscow
Taguig,Asia/Singapore
Taian,Asia/Shanghai
Taichung,Asia/Taipei
Taif,Asia/Riyadh
Taipei,Asia/Taipei
Taiyuan,Asia/Shanghai
Taiz,Asia/Riyadh
Takab,Asia/Tehran
Takrouna,Africa/Lagos
Tallinn,Europe/Kiev
"Tampa, FL",America/New_York
Tamuning,Pacific/Port_Moresby
Tangail,Asia/Dhaka
Tanggu,Asia/Shanghai
Tangshan,Asia/Shanghai
Tanjay City,Asia/Singapore
Tashkent,Asia/Tashkent
Tegucigalpa,America/Guatemala
Tehran,Asia/Tehran
Tel Aviv,Asia/Jerusalem
"Telluride, CO",America/Denver
Thaton,Asia/Rangoon
The Hague,Europe/Berlin
Thessaloniki,Europe/Kiev
Thies,Atlantic/Reykjavik
Thimphu,Asia/Almaty
Thiruvananthapuram,Asia/Calcutta
Tianjin,Asia/Shanghai
Tijuana,America/Los_Angeles
Timisoara,Europe/Kiev
Tirana,Europe/Berlin
Tiraspol,Europe/Kiev
Tiruchirapalli,Asia/Calcutta
Toalmas,Europe/Budapest
Tokyo,Asia/Tokyo
"Toledo, OH",America/New_York
Toowoomba,Australia/Brisbane
"Toronto, ON",America/New_York
Torshavn,Europe/London
Toulon,Europe/Paris
Toulouse,Europe/Paris
Tours,Europe/Paris
Townsville,Australia/Brisbane
Trelleborg,Europe/Berlin
Trier,Europe/Berlin
Trieste,Europe/Berlin
Tripoli,Africa/Tripoli
Tromso,Europe/Berlin
Trondheim,Europe/Berlin
Trujillo,America/Bogota
Tshwane,Africa/Johannesburg
Tuapse,Europe/Moscow
"Tucson, AZ",America/Phoenix
Tucuman,America/Buenos_Aires
Tula,Europe/Moscow
Tulcea,Europe/Kiev
"Tulsa, OK",America/Chicago
Tunis,Africa/Lagos
Turin,Europe/Berlin
Turku,Europe/Kiev
Tuticorin,Asia/Calcutta
Tuzla,Europe/Warsaw
Tver',Europe/Moscow
Ubon Ratchathani,Asia/Bangkok
Ubud,Asia/Singapore
Udon Thani,Asia/Bangkok
Ufa,Asia/Yekaterinburg
Ulaanbaatar,Asia/Ulaanbaatar
Upper Hutt,Pacific/Auckland
Uppsala,Europe/Berlin
Urumqi,Asia/Shanghai
Ushuaia,America/Cayenne
Utrecht,Europe/Berlin
Vaasa,Europe/Kiev
Vadodara,Asia/Calcutta
Vaduz,Europe/Berlin
Valaam,Europe/Moscow
Valencia,Europe/Paris
Valladolid,Europe/Paris
Vallauris,Europe/Paris
Valletta,Europe/Berlin
"Vancouver, BC",America/Los_Angeles
Vardo,Europe/Berlin
Varna,Europe/Kiev
Vatican City,Europe/Berlin
Velikiye Luki,Europe/Moscow
Venice,Europe/Berlin
Verona,Europe/Berlin
Vevey,Europe/Berlin
Viana do Castello,Europe/London
Victoria,Asia/Dubai
Victoria,Europe/Berlin
"Victoria, BC",America/Los_Angeles
Vidin,Europe/Kiev
Viedma,America/Cayenne
Vienna,Europe/Berlin
"Vienna, VA",America/New_York
Vientiane,Asia/Bangkok
Vila Real,Europe/London
Vilnius,Europe/Kiev
Visby,Europe/Berlin
Vishakhapatnam,Asia/Calcutta
Vitoria,Europe/Paris
Vizianagaram,Asia/Calcutta
Vladimir,Europe/Moscow
Vladivostok,Asia/Vladivostok
Volgograd,Europe/Moscow
Vologda,Europe/Moscow
Volokolamsk,Europe/Moscow
Voronezh,Europe/Moscow
Votkinsk,Europe/Moscow
Waikanae,Pacific/Auckland
"Wailua, HI",Pacific/Honolulu
"Waimea, HI",Pacific/Honolulu
Waingapu,Asia/Singapore
Wakkana,Asia/Tokyo
Warrnambool,Australia/Sydney
Warsaw,Europe/Warsaw
"Washington, DC",America/New_York
Waterford,Europe/London
"Waterloo, ON",America/New_York
Wellington,Pacific/Auckland
"West Wendover, NV",America/Denver
"Westford, MA",America/New_York
"Whistler, BC",America/Los_Angeles
"White Rock, BC",America/Los_Angeles
"Whitehorse, YT",America/Los_Angeles
"Wichita, KS",America/Chicago
Willemstad,America/La_Paz
Windhoek,Africa/Windhoek
"Window Rock, AZ",America/Denver
"Windsor, ON",America/New_York
"Winnipeg, MB",America/Chicago
"Winston-Salem, NC",America/New_York
Wodonga,Australia/Sydney
Wollongong,Australia/Sydney
Wuhan,Asia/Shanghai
Xiamen,Asia/Shanghai
Xian,Asia/Shanghai
Yakutsk,Asia/Yakutsk
Yamoussoukro,Atlantic/Reykjavik
Yantai,Asia/Shanghai
Yaounde,Africa/Lagos
Yaroslavl,Europe/Moscow
Yasok,Asia/Katmandu
Yawnghwe,Asia/Rangoon
Yazd,Asia/Tehran
"Yellowknife, NT",America/Denver
Yigo,Pacific/Port_Moresby
Yokohama,Asia/Tokyo
Yokosuka,Asia/Tokyo
Zaandam,Europe/Berlin
Zagreb,Europe/Warsaw
Zakynthos,Europe/Kiev
Zaragoza,Europe/Paris
Zaysan,Asia/Almaty
Zhengzhou,Asia/Shanghai
Zhongshan,Asia/Shanghai
Zupanja,Europe/Warsaw
Zurich,Europe/Berlin
